# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 28.0
# Date and time generated: October 30, 2023, 10:06:52
"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	"molecular_charge"	"_smiles"
"Chondroitin-Protein"	"chondroitin-[core protein]"	["a 3-<i>O</i>-chondroitin-L-seryl-[protein]"]	null	null	-3	"CC(=O)N[C@H]8([C@H](O[C@H]6([C@H](O)[C@@H](O)[C@H](O[C@@H]5([C@@H](NC(=O)C)[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](O)5))O[C@H](C(=O)[O-])6))O[C@H](CO)[C@H](O)[C@H](OC7(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]7O))8)"
"Chondroitin-Sulfate-A"	"chondroitin sulfate A"	["chondroitin 4-sulfate"]	null	null	-2	"CC(=O)N[C@H]2([C@H](O[R1])O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](O)1))2)"
"Chondroitin-Sulfate-C"	"chondroitin sulfate C"	["chondroitin 6-sulfate"]	null	null	-2	"CC(=O)N[C@H]2([C@H](O[R1])O[C@H](COS(=O)(=O)[O-])[C@H](O)[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](O)1))2)"
"Chondroitin-Sulfate-D"	"chondroitin sulfate D"	[]	null	null	-3	"CC(=O)N[C@H]2([C@H](O[R1])O[C@H](COS(=O)(=O)[O-])[C@H](O)[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](OS(=O)(=O)[O-])1))2)"
"Chondroitin-sulfate-disaccharides"	"a chondroitin sulfate disaccharide"	[]	null	null	-1	"CC(=O)N[C@H]2(C(O)O[C@H](CO[R])[C@H](O[R])[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O)[C@H](O)[C@@H](O[R])1))2)"
"Chondroitin-Sulfate-E"	"chondroitin sulfate E"	[]	null	null	-3	"CC(=O)N[C@H]2([C@H](O[R1])O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](O)1))2)"
"Chondroitin-sulfate-GlcA2S"	"a 2-<i>O</i>-sulfo-&beta;-D-glucuronate in chondroitin-[core protein]"	["a [chondroitin-sulfate] containing 2-<i>O</i>-sulfo-&beta;-D-glucuronate"]	null	null	-5	"CC(=O)N[C@H]8([C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](O)[C@H](O[C@@H]7(O[C@H](C(=O)[O-])[C@@H](O[C@@H]6(O[C@H](CO)[C@H](O)[C@H](OC5(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]5OS(=O)([O-])=O))[C@@H](NC(C)=O)6))[C@H](O)[C@@H](OS(=O)([O-])=O)7))8)"
"Chondroitin-sulfates"	"a chondroitin sulfate"	[]	null	null	-1	"CC(=O)N[C@H]2([C@H](O[R1])O[C@H](CO[R3])[C@H](O[R3])[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](O[R3])1))2)"
"Chondroitins"	"chondroitin"	[]	null	null	-2	"CC(=O)N[C@H]4([C@H](O[R1])O[C@H](CO)[C@H](O)[C@H](O[C@@H]3(O[C@H](C([O-])=O)[C@@H](O[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O[C@@H]1(O[C@H](C([O-])=O)[C@@H](O[R2])[C@H](O)[C@@H](O)1))[C@@H](NC(C)=O)2))[C@H](O)[C@@H](O)3))4)"
"CHORISMATE"	"chorismate"	["chorismic acid"]	"C10H8O6"	224.17	-2	"C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)"
"Chromanes"	"a chromane"	[]	null	null	0	null
"Chromanones"	"a chromanone"	[]	null	null	0	null
"Chromenes"	"a chromene"	[]	null	null	0	null
"Chromenones"	"a chromenone"	[]	null	null	0	null
"Chrysolaminarin"	"chrysolaminarin"	["leucosin"]	null	null	0	"C([C@H]3(O[C@@H](O[C@@H]2([C@H]([C@H](O[C@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O[R2])CO)O))O[C@@H]([C@H]2O)CO)O))[C@@H]([C@H]([C@@H]3O)O[R1])O))O"
"CINNAMALDEHYDE"	"cinnamaldehyde"	["<i>trans</i>-cinnamaldehyde (incorrect)", "cinnamic aldehyde", "(<i>E</i>)-cinnamaldehyde (incorrect)", "2-propenal, 3-phenyl-", "3-phenylacrylaldehyde", "cinnamal", "phenylacrolein", "zimtaldehyde", "Cassia aldehyde", "<i>trans</i>-cinnamaldehyde"]	"C9H8O"	132.162	0	"C(/C=C/c1(ccccc1))=O"
"Cinnamate-Esters"	"a cinnamate ester"	[]	null	null	0	null
"CIS-12-DIHYDRO-3-ETHYLCATECHOL"	"(1S,2R)-3-ethylcyclohexa-3,5-diene-1,2-diol"	["(+)-<i>cis</i>-1S,2R-dihydroxy-3-eethyl-cyclohexa-3,5-diene", "cis-1,2-dihydro-3-ethylcatechol", "cis-2,3-dihydroxy-2,3-dihydroethylbenzene", "cis-3-ethyl-cyclohexa-3,5-diene-1,2-diol"]	"C8H12O2"	140.182	0	"CCC1(\[C@@H](O)[C@@H](O)\C=C/C=1)"
"Cis-2-enoyl-CoAs"	"a (2<i>Z</i>)-2-enoyl-CoA"	["a <i>cis</i>-2-enoyl-CoA", "a <i>cis</i>-2,3-dehydroacyl-CoA", "a (2<i>Z</i>)-alk-2-enoyl-CoA"]	null	null	-4	"C([R])\C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-]"
"cis-5-enoyl-CoA"	"a (5Z)-alkan-5-enoyl-CoA"	["cis-&Delta;<SUP>5</SUP>-enoyl-CoA", "a <i>cis</i>-5-enoyl-CoA"]	null	null	-4	"C(\[R])=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-]"
"CIS-ACONITATE"	"<i>cis</i>-aconitate"	["(Z)-prop-1-ene-1,2,3-tricarboxylate", "<i>cis</i>-aconitic acid"]	"C6H3O6"	171.086	-3	"C([O-])(=O)C(/CC(=O)[O-])=C/C(=O)[O-]"
"Cis-Delta-11-acyl-CoAs"	"an (11Z)-enoyl-CoA"	["a <i>cis</i> &Delta;<sup>11</sup> acyl-CoA"]	null	null	-4	"C(\[R])=C\CCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-])=O"
"CIS-DELTA3-ENOYL-COA"	"a (3Z)-3-enoyl-CoA"	["a <i>cis</i>-&Delta;<SUP>3</SUP>-enoyl-CoA", "a <i>cis</i>-3-enoyl-CoA", "a (3Z)-alk-3-enoyl-CoA"]	null	null	-4	"C(\[R])=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)n3(c2(c(c(N)ncn2)nc3))))[O-])[O-]"
"CiS-POLYISOPRENYL-PP"	"an all-<i>cis</i> polyisoprenyl diphosphate"	[]	null	null	0	null
"Cis-Prenyl-tRNAs"	"cis-hydroxy-prenyl-tRNA"	["tRNA containing N6-(cis-hydroxy)isopentenyladenosine"]	null	null	-2	"CC(\CO)=C\CNc1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)3)))"
"CIS-TRANS-POLYISOPRENYL-P"	"a <i>cis,trans</i>-isoprenoid phosphate"	["a <i>cis,trans</i>-polyisoprenyl<sub>n</sub>-P", "a <i>cis,trans</i>-polyisoprenyl phosphate"]	null	null	0	null
"CIS-TRANS-POLYISOPRENYL-PP"	"a <i>cis,trans</i>-polyisoprenyl diphosphate"	["a <i>cis,trans</i>-polyisoprenyl<sub>n</sub>-PP"]	null	null	0	null
"CIT"	"citrate"	["citr", "cit", "citric acid", "2-hydroxy-1,2,3-propanetricarboxylic acid"]	"C6H5O7"	189.101	-3	"C(=O)([O-])CC(C(=O)[O-])(O)CC(=O)[O-]"
"Citronellals"	"citronellal"	["2,3-dihydrocitral", "3,7-dimethyl-6-octen-1-al", "3,7-dimethyl-6-octenal", "&beta;-citronellal"]	"C10H18O"	154.252	0	"CC(C)=CCCC(CC=O)C"
"Citronellates"	"citronellate"	["citronellic acid", "3,7-dimethyl-6-octenoic acid", "rhodinolic acid"]	"C10H17O2"	169.243	-1	"CC(C)=CCCC(C)CC(=O)[O-]"
"Citronellols"	"citronellol"	["2,3-dihydrogeraniol", "2,6-dimethyl-2-octen-8-ol", "3,7-dimethyl-6-octen-1-ol", "&beta;-citronellol", "3,7-dimethyloct-6-en-1-ol", "Rhodinol", "DL-citronellol", "cephrol"]	"C10H20O"	156.267	0	"CC(C)=CCCC(CCO)C"
"CL-"	"chloride"	["chloride ion", "Cl<SUP>-</SUP>"]	"Cl"	35.453	-1	"[Cl-]"
"Cleaved-DNA"	"cleaved DNA"	[]	null	null	0	null
"Cleaved-Type-IV-Prepillins"	"an N-terminal L-phenylalanyl-[type IV prepilin]"	[]	null	null	1	"C(=O)([a protein])[C@H](Cc1(ccccc1))[NH3+]"
"CmaA-L-allo-isoleucine"	"L-<i>allo</i>-isoleucyl-[CmaA peptidyl-carrier protein]"	[]	null	null	0	"CC[C@@H](C)[C@H]([NH3+])C(SCCNC(=O)CCNC([C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[an <i>apo</i>-[CmaA peptidyl-carrier-protein]])C(=O)[an <i>apo</i>-[CmaA peptidyl-carrier-protein]])=O)=O"
"CmaD-L-allo-isoleucine"	"L-<i>allo</i>-isoleucyl-[CmaD peptidyl-carrier protein]"	[]	null	null	0	"CC[C@@H](C)[C@H]([NH3+])C(SCCNC(=O)CCNC([C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[an <i>apo</i>-[CmaD <i>allo</i>-isoleucyl-carrier-protein]])C(=O)[an <i>apo</i>-[CmaD <i>allo</i>-isoleucyl-carrier-protein]])=O)=O"
"CMC-dextrins"	"(carboxymethyl)cellodextrin"	[]	null	null	-4	"C(O)[C@H]4(O[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@H]([R2])O[C@H](COCC([O-])=O)1))[C@H](OCC([O-])=O)[C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](COCC([O-])=O)[C@@H]([R1])[C@H](O)[C@@H](O)2))[C@H](OCC([O-])=O)[C@@H](O)3))4)"
"CMP"	"CMP"	["5'-cytidylic acid", "cytidine 5'-monophosphate", "cytidylate", "cytidylic acid", "cytidine-P", "cytidine-monophosphate", "cytidine-phosphate", "cytidine 5'-phosphate", "cytosine ribotide"]	"C9H12N3O8P"	321.183	-2	"C(OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O)"
"CMP-GROUP"	"CMP group"	[]	"C9H13N3O8P"	322.191	-1	"C(OP(=O)([O-])O)[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O)"
"CMP-KDO"	"CMP-3-deoxy-&beta;-D-<i>manno</i>-octulosonate"	["CMP-2-dehydro-3-deoxy-D-octonate", "CMP-&beta;-Kdo", "CMP-ketodeoxyoctonate"]	"C17H24N3O15P"	541.361	-2	"C(O)[C@@H](O)[C@H]3(O[C@@](OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])(C([O-])=O)C[C@H]([C@H]3O)O)"
"CMP-SUGARS"	"a CMP-sugar"	[]	null	null	0	null
"CO+2"	"Co<SUP>2+</SUP>"	["Co<SUP>++</SUP>", "cobalt(II)", "Co<sup>II</sup>"]	"Co"	58.93	2	"[Co+2]"
"CO-A"	"coenzyme A"	["CoA", "Co-A-SH", "HS-CoA"]	"C21H32N7O16P3S"	763.502	-4	"CC(C)(COP([O-])(=O)OP(OC[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3))(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS"
"Co-a-adenyl-cobamide"	"a <i>Co</i>&alpha;-[&alpha;-(aden-7-yl)]-cobamide"	["a pseudocobalamin"]	null	null	0	"C[C@@H]4(OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](CO)1)n3(c2(c(N)ncnc2[n+](c3)[Co-3]79%10([N+]%12(/[C@]5(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C%11([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C8(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C6([C@@](CCC(NC4)=O)([C@@H](CC(N)=O)[C@H]5N67)C))=[N+]8\9))=[N+]%10%11)C))=%12)))([R])))))"
"CO3"	"carbonate"	["CO<SUB>3</SUB>"]	"CO3"	60.009	-2	"C([O-])(=O)[O-]"
"COA-GROUP"	"a coenzyme-A group"	[]	"C21H32N7O16P3S"	763.502	-4	"CC(C)(COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)n3(c2(c(c(N)ncn2)nc3))))=O)([O-])=O)[C@@H](O)C(=O)NCCC(=O)NCCS"
"COB-I-ALAMIN"	"cob(I)alamin"	["cobalamin", "B12s"]	"C62H88N13O14PCo"	1329.36	-1	"Cc%10(c(C)cc9(n8([C@H]%12(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@]1(C)([C@@H](CC(N)=O)[C@@H]%11([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C7(\C(/C)=C4([C@](CC(=O)N)(C)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-4]([N+]\2=3)([N+]4=5)([N+]\6=7)[n+](c8)c9c%10)%11)))))))))[C@@H](O)%12))))"
"Cobalamins"	"a <i>Co</i>&alpha;-[&alpha;-(5,6-dimethylbenzimidazolyl)]-cobamide"	["a cobalamin"]	null	null	0	null
"Cobalt-corrinoid-hexaamides"	"a cobalt-corrinoid hexaamide"	[]	null	null	0	null
"Cobamide-Lower-Ligand-Ribotides"	"a cobamide lower ligand ribotide"	[]	null	null	0	null
"Cobamide-Lower-Ligands"	"a cobamide lower ligand"	[]	null	null	0	null
"Cobamide-phosphate"	"a cobamide phosphate"	[]	null	null	0	null
"Cobamide-Upper-Ligands"	"a cobamide upper ligand"	[]	null	null	0	null
"Cobamides"	"a cobamide"	[]	null	null	0	"C[C@H]1(OP(O[a cobamide lower ligand ribotide][Co-2]467([N+]9(/[C@]2(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C8([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C5(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C3([C@](CCC(NC1)=O)([C@@H](CC(N)=O)[C@H]2N34)C))=[N+]5\6))=[N+]78)C))=9)))([a cobamide upper ligand]))(=O)[O-])"
"COBINAMIDE"	"cob(I)inamide"	["Cbi(I)"]	"C48H72N11O8Co"	990.096	0	"C[C@@H](O)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]8([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-3]([N+]\2=3)([N+]4=5)[N+]\6=7)8))))))))"
"Coelenteramides"	"a coelenteramide"	[]	null	null	0	"C([R2])c3(c(NC(=O)Cc1(ccc([R1])cc1))ncc(c2(ccc([R3])cc2))n3)"
"Coelenterazin-dioxetanone"	"a coelenterazine dioxetanone"	[]	null	null	0	"C([R2])c4(c(NC1(OOC(=O)1)Cc2(ccc([R1])cc2))ncc(c3(ccc([R3])cc3))n4)"
"Coelenterazines"	"a coelenterazine"	[]	null	null	0	"C([R2])c3(c2(nc(Cc1(ccc([R1])cc1))c(=O)n2cc([nH]3)c4(ccc([R3])cc4)))"
"Cofactors"	"an enzyme cofactor"	["a prosthetic group", "a coenzyme", "a cofactor"]	null	null	0	null
"COFORMYCIN"	"coformycin"	[]	"C11H17N4O5"	285.279	1	"C3(N\C=[NH+]/c2(c(ncn([C@H]1([C@H](O)[C@@H]([C@@H](CO)O1)O))2)[C@H](O)3))"
"Colanic-Acid-PP-Und"	"colanic acid (<i>E. coli</I> K-12) attached to lipid anchor"	[]	null	null	-8	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(O[C@H]%21(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]%20(O[C@@H](C)[C@@H](O[C@@H]1(O[C@H]([C@H]([C@H]([C@@H]1O)O[C@H]5(O[C@H](CO)[C@H](O)[C@H](O[C@@H]4(O[C@H](C(=O)[O-])[C@@H](O[C@H]3(O[C@H]2([C@H](O[C@](C)(C([O-])=O)OC2)[C@H](O)[C@@H](O)3)))[C@H](O)[C@@H](O)4))[C@@H](OC(=O)C)5))O[C@@H]%19(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]%18(O[C@@H](C)[C@@H](O[C@@H]6(O[C@H]([C@H]([C@H]([C@@H]6O)O[C@H]%10(O[C@H](CO)[C@H](O)[C@H](O[C@@H]9(O[C@H](C(=O)[O-])[C@@H](O[C@H]8(O[C@H]7([C@H](O[C@](C)(C([O-])=O)OC7)[C@H](O)[C@@H](O)8)))[C@H](O)[C@@H](O)9))[C@@H](OC(=O)C)%10))O[C@@H]%17(O[C@H](CO)[C@@H](O)[C@H](O[C@@H]%16(O[C@@H](C)[C@@H](O[C@@H]%11(O[C@H]([C@H]([C@H]([C@@H]%11O)O[C@H]%15(O[C@H](CO)[C@H](O)[C@H](O[C@@H]%14(O[C@H](C(=O)[O-])[C@@H](O[C@H]%13(O[C@H]%12([C@H](O[C@](C)(C([O-])=O)OC%12)[C@H](O)[C@@H](O)%13)))[C@H](O)[C@@H](O)%14))[C@@H](OC(=O)C)%15))O[R])C))[C@@H](OC(=O)C)[C@H](O)%16))[C@@H](O)%17))C))[C@@H](OC(=O)C)[C@H](O)%18))[C@@H](O)%19))C))[C@@H](OC(=O)C)[C@H](O)%20))[C@@H](O)%21))([O-])=O"
"Compound-0"	"compound 0"	[]	null	null	3	"C(=O)([a protein])[C@@H](N[a protein])CS[Fe+3](OO)(N)(N)(N)N"
"Compound-I"	"compound I"	[]	null	null	4	"C(=O)([a protein])[C@@H](N[a protein])CS[Fe+4](=O)(N)(N)(N)N"
"Compound-II"	"compound II"	[]	null	null	4	"C(=O)([a protein])[C@@H](N[a protein])CS[Fe+4](O)(N)(N)(N)N"
"Compound-III"	"compound III"	[]	null	null	3	"C(=O)([a protein])[C@@H](N[a protein])CS[Fe+3](OO)(N)(N)(N)N"
"Compound-With-Gamma-Glutamyl"	"a compound with &gamma;-glutamate"	[]	null	null	-1	"C(C([R2])=O)CC(C([O-])=O)N[R1]"
"Compounds-Holder-Class"	"a nonspecific small molecule"	[]	null	null	0	null
"Compounds-With-SNFG-Structures"	"an entity with an SNFG structure"	[]	null	null	0	null
"Coniferonoyl-Lipid"	"a [glycerolipid]-coniferonate"	["a [glycerolipid]-(5Z,9Z,12Z,18Z)-octadecatetra-5,9,12,15-enoate", "a [glycerolipid]-coniferonoic acid", "a coniferonoyl-[glycerolipid]"]	null	null	0	"CC\C=C/C\C=C/C\C=C/CC\C=C/CCCC(=O)[a glycerolipid]"
"COPROPORPHYRINOGEN_III"	"coproporphyrinogen III"	[]	"C36H40N4O8"	656.734	-4	"Cc1(c2(Cc5(c(C)c(CCC([O-])=O)c(Cc4(c(CCC([O-])=O)c(C)c(Cc3(c(CCC(=O)[O-])c(C)c(Cc(c(CCC([O-])=O)1)[nH]2)[nH]3))[nH]4))[nH]5)))"
"COPROPORPHYRIN_III"	"coproporphyrin III"	[]	"C36H34N4O8"	650.687	-4	"Cc3(c4(\C=C5(C(/C)=C(CCC([O-])=O)/C(\C=c1(c(CCC([O-])=O)c(C)c(\[nH]1)=C\C2(\C(/CCC(=O)[O-])=C(C)/C(/N=2)=C/c(c(CCC([O-])=O)3)[nH]4)))=N\5)))"
"Core-Protein-L-Ser-Xyl"	"a 3-<i>O</i>-(&beta;-D-xylosyl)-L-seryl-[protein]"	["protein <i>O</i>-D-xyloside", "a core protein L-serine-&beta;-D-xylose", "D-xylosylprotein", "<i>O</i>-&beta;-D-xylosyl-[core protein]"]	null	null	0	"C([a protein])(=O)[C@@H](N[a protein])CO[C@@H]1(OC[C@@H](O)[C@H](O)[C@@H](O)1)"
"Core1"	"core 1"	["&beta;-D-galactosyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R", "glycoprotein D-galactosyl-1,3-<i>N</i>-acetyl-&alpha;-D-galactosamine", "&beta;-D-galactosyl-1,3-<i>N</i>-acetyl-D-galactosaminyl-R", "&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-L-seryl/L-threonyl-[protein]", "T antigen"]	null	null	0	"CC(=O)N[C@@H]2([C@@H](O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@@H](CO)O[C@@H]2OC([R])[C@@H](C(=O)[a protein])N[a protein])"
"Corphins"	"a corphin"	[]	null	null	0	null
"Corrinoids"	"a corrinoid"	[]	null	null	0	null
"Corrins"	"a corrin"	["corrinoid"]	null	null	0	"C1(C3(\N=C(C([R])([R])1)C(/[R])=C2(C([R])([R])C([R])([R])C([R])(N2)C5([R])(C([R])([R])C(C(C(/[R])=C4(C([R])([R])C(C(C(/[R])=3)=N4)([R])[R]))=N5)([R])[R]))))([R])([R])"
"CORTISOL"	"cortisol"	["11&beta;-cortisol", "hydrocortisone"]	"C21H30O5"	362.465	0	"C[C@@]34([C@H]2([C@@H](O)C[C@@]1(C)([C@@H](CC[C@@](C(=O)CO)(O)1)[C@@H]2CCC/3=C\C(=O)CC4)))"
"Coumarins"	"a coumarin"	["a 1,2-benzopyrone"]	"C9H6O2"	146.145	0	"c2(ccc1(OC(=O)\C=C/c1c2))"
"CPD-10016"	"tacrolimus"	["FK-506", "Prograf", "Advagraf", "Fujimycin", "Protopic", "Protopy", "LCP-Tacro", "Ambap5429", "BSPBio-001279"]	"C44H69NO12"	804.029	0	"C=CC[C@@H]2(/C=C(C)/C[C@@H](C[C@H](OC)[C@@H]4([C@@H](OC)C[C@@H](C)[C@](O)(C(C(=O)N3([C@H](C(=O)O[C@H](C(\C)=C/C1(CC[C@@H](O)[C@H](OC)C1))[C@H](C)[C@@H](O)CC2=O)CCCC3))=O)O4))C)"
"CPD-10071"	"(5R)-6-hydroxy-5-isopropenyl-2-methylhexanoate"	[]	"C10H17O3"	185.242	-1	"C=C(C)[C@H](CCC(C)C(=O)[O-])CO"
"CPD-10072"	"(5S)-6-hydroxy-5-isopropenyl-2-methylhexanoate"	[]	"C10H17O3"	185.242	-1	"C=C(C)[C@@H](CCC(C)C(=O)[O-])CO"
"CPD-10129"	"3'-deoxyadenosine"	["cordycepin"]	"C10H13N5O3"	251.244	0	"C(O)[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)C3)"
"CPD-10145"	"ferricyanide"	["ferric hexacyanide", "hexacyanoferrate III", "hexacyanoferrate(3-)", "hexacyanoferrate(III)"]	"C6N6Fe"	211.953	-3	"C(#N)[Fe-3](C#N)(C#N)(C#N)(C#N)C#N"
"CPD-10156"	"a <i>N</i>-acetyl-D-glucosaminyl-polyepetide"	[]	null	null	0	null
"CPD-10204"	"norfuraneol"	["4-hydroxy-5-methyl-3(2H)-furanone", "HMF (ambiguous)"]	"C5H6O3"	114.101	0	"CC1(/OCC(=O)C(/O)=1)"
"CPD-10205"	"4-hydroxy-5-methyl-2-methylene-3(2H)-furanone"	["HMMF", "(2E)-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone"]	"C6H6O3"	126.112	0	"C=c1(c(=O)c(O)c(C)o1)"
"CPD-10206"	"(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone"	["EDHMF"]	"C7H8O3"	140.138	0	"C/C=c1(c(=O)c(O)c(C)o1)"
"CPD-10208"	"(2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone"	["BDHMF"]	"C9H12O3"	168.192	0	"CCC/C=c1(c(=O)c(O)c(C)o1)"
"CPD-10246"	"sulfoacetate"	["2-sulfonatoacetate"]	"C2H2O5S"	138.095	-2	"C([O-])(=O)CS(=O)(=O)[O-]"
"CPD-10247"	"6-sulfo-D-quinovose"	["sulphoquinovose", "6-deoxy-6-sulfoglucose", "6-deoxy-6-sulfo-D-glucopyranose", "sulfoquinovose", "D-sulfoquinovose"]	"C6H11O8S"	243.208	-1	"C([C@H]1(OC(O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]"
"CPD-10260"	"3-oxooctadecanoyl-CoA"	["3-oxoo-stearoyl-CoA"]	"C39H64N7O18P3S"	1043.952	-4	"CCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)n3(cnc2(c(N)ncnc23))))=O"
"CPD-10262"	"(2<i>E</i>)-octadec-2-enoyl-CoA"	["<i>trans</i>-2,3-dihydro-stearenoyl-CoA", "<i>trans</i>-octadec-2-enoyl-CoA"]	"C39H64N7O17P3S"	1027.953	-4	"CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)n3(cnc2(c(N)ncnc23))))=O"
