Gene,Monomer,Covert_Expression,Li_Expression
yedY,G7059-MONOMER,4.66333333333,6.000000
yedZ,G7060-MONOMER,3.70573333333,4.000000
zinT,G7061-MONOMER,10.5689666667,11.000000
yodB,G7062-MONOMER,3.533,1.000000
mtfA,G7063-MONOMER,33.7455,14.000000
yeeJ,G7064-MONOMER,5.91446666667,2.000000
yeeN,G7068-MONOMER,166.7626,130.000000
yeeO,YEEO-MONOMER,2.8542,3.000000
erfK,G7073-MONOMER,18.0076,13.000000
flu,G7080-MONOMER,16.3881333333,4.000000
yeeR,G7081-MONOMER,4.07386666667,1.000000
yeeS,G7082-MONOMER,3.4333,1.000000
yeeX,G7087-MONOMER,918.1478,296.000000
yeeA,EG11891-MONOMER,10.5033333333,19.000000
sbmC,EG11892-MONOMER,13.2876333333,6.000000
sbcB,EG10926-MONOMER,47.8994666667,24.000000
yeeD,EG11894-MONOMER,63.0122,13.000000
yeeE,EG11895-MONOMER,20.8343333333,4.000000
plaP,YEEF-MONOMER,53.9971,1286.000000
yeeZ,G7089-MONOMER,111.091066667,53.000000
hisL,EG11269-MONOMER,527.472266667,448.000000
galF,G7093-MONOMER,165.480166667,411.000000
wcaM,G7094-MONOMER,6.84693333333,2.000000
wcaL,G7095-MONOMER,2.0171,2.000000
wzxC,G7097-MONOMER,1.23746666667,1.000000
wcaJ,G7098-MONOMER,1.1456,1.000000
wcaI,EG11790-MONOMER,0.980633333333,1.000000
wcaC,G7102-MONOMER,0.947833333333,1.000000
yegH,G7108-MONOMER,25.5242666667,26.000000
asmA,EG11361-MONOMER,40.8849333333,43.000000
yegE,EG12396-MONOMER,12.2562,4.000000
alkA,EG11222-MONOMER,7.49706666667,4.000000
yegD,EG12200-MONOMER,5.82146666667,32.000000
yegI,G7109-MONOMER,2.8507,1.000000
yegJ,G7110-MONOMER,1.20676666667,1.000000
yegL,G7112-MONOMER,0.996466666667,1.000000
mdtA,MDTA,4.3586,10.000000
mdtB,B2075-MONOMER,2.94363333333,8.000000
mdtC,B2076-MONOMER,2.97466666667,6.000000
mdtD,B2077-MONOMER,1.7228,4.000000
baeS,BAES-MONOMER,2.98836666667,4.000000
yegP,G7117-MONOMER,14.6129,2.000000
yegQ,G7118-MONOMER,23.0470333333,159.000000
yegR,G7122-MONOMER,1.6527,2.000000
yegS,G7123-MONOMER,2.9998,1.000000
yegT,B2098-MONOMER,2.89043333333,2.000000
yegU,G7131-MONOMER,4.68946666667,9.000000
yegV,G7132-MONOMER,7.14646666667,5.000000
yegX,G7134-MONOMER,24.1363333333,4.000000
rcnA,G7138-MONOMER,7.65463333333,5.000000
rcnB,G7139-MONOMER,98.1198333333,53.000000
yehB,EG11988-MONOMER,0.783,1.000000
yehE,EG11991-MONOMER,11.0013,11.000000
mrp,EG10611-MONOMER,134.920066667,216.000000
yehI,EG11995-MONOMER,2.42906666667,1.000000
yehL,EG11998-MONOMER,0.5496,1.000000
yehM,EG11999-MONOMER,1.1283,1.000000
yehP,EG12002-MONOMER,1.1479,1.000000
yehR,EG12004-MONOMER,6.1481,3.000000
yehS,EG12005-MONOMER,63.1333666667,49.000000
yehU,EG12007-MONOMER,14.2160333333,14.000000
yohC,EG12016-MONOMER,3.29556666667,2.000000
yohD,EG12017-MONOMER,18.921,13.000000
yohF,EG12019-MONOMER,3.99306666667,1.000000
dusC,EG12022-MONOMER,3.07543333333,37.000000
yohJ,EG12023-MONOMER,10.7650666667,8.000000
yohK,EG12024-MONOMER,10.8989333333,9.000000
sanA,EG12025-MONOMER,17.0588,28.000000
yeiS,G7144-MONOMER,23.2909666667,18.000000
yeiB,EG11290-MONOMER,15.8850666667,29.000000
yeiH,EG12027-MONOMER,7.66766666667,18.000000
nfo,EG10651-MONOMER,55.4545333333,39.000000
yeiI,EG12028-MONOMER,21.4563,21.000000
nupX,YEIJ-MONOMER,1.8759,1.000000
psuT,YEIM-MONOMER,2.3573,3.000000
yeiP,EG12035-MONOMER,110.5845,200.000000
yeiQ,EG12036-MONOMER,10.9413,12.000000
yeiR,EG12104-MONOMER,15.8416,27.000000
spr,G7147-MONOMER,229.051766667,435.000000
rtn,G7148-MONOMER,21.3567666667,8.000000
yejA,YEJA-MONOMER,16.6347333333,7.000000
yejB,YEJB-MONOMER,7.69153333333,7.000000
yejE,YEJE-MONOMER,9.03713333333,8.000000
yejF,YEJF-MONOMER,25.5702,8.000000
yejG,EG12042-MONOMER,48.9001666667,115.000000
bcr,BCR-MONOMER,46.2606333333,61.000000
rsuA,EG12044-MONOMER,143.0504,116.000000
yejH,EG12045-MONOMER,12.6781666667,9.000000
rplY,EG10885-MONOMER,1744.66616667,3340.000000
yejK,EG12048-MONOMER,56.2623,99.000000
yejL,EG12043-MONOMER,186.231866667,228.000000
yejM,EG12049-MONOMER,38.1552666667,77.000000
ccmH,EG12052-MONOMER,7.5002,15.000000
ccmG,EG12053-MONOMER,6.98763333333,13.000000
ccmF,EG12054-MONOMER,2.86116666667,16.000000
napD,NAPD-MONOMER,9.6814,9.000000
napF,NAPF-MONOMER,18.4991666667,7.000000
eco,EG10255-MONOMER,52.4674,33.000000
yojI,YOJI-MONOMER,21.5919333333,38.000000
alkB,EG10037-MONOMER,3.33746666667,4.000000
apbE,EG12073-MONOMER,11.4991,25.000000
rcsD,EG12385-MONOMER,61.9274,47.000000
rcsC,RCSC-MONOMER,21.0025666667,19.000000
atoS,ATOS-MONOMER,6.12103333333,1.000000
yfaP,G7152-MONOMER,2.50833333333,1.000000
yfaQ,G7153-MONOMER,2.1636,1.000000
yfaT,G7156-MONOMER,1.35006666667,1.000000
yfaA,EG11142-MONOMER,1.96896666667,4.000000
gyrA,EG10423-MONOMER,171.502366667,415.000000
yfaL,EG12850-MONOMER,5.75486666667,3.000000
yfaE,EG12360-MONOMER,111.5032,219.000000
inaA,EG11422-MONOMER,25.1018666667,19.000000
yfaD,EG12323-MONOMER,9.67146666667,8.000000
yfaY,G7162-MONOMER,51.0358333333,34.000000
yfaZ,G7163-MONOMER,19.8520666667,123.000000
ais,G7165-MONOMER,1.15506666667,6.000000
pmrD,G7172-MONOMER,69.8668666667,24.000000
elaB,G7173-MONOMER,47.3627,27.000000
elaA,G7174-MONOMER,39.9064333333,19.000000
rbn,G7175-MONOMER,22.3972666667,23.000000
yfbK,G7177-MONOMER,2.0191,1.000000
yfbL,G7178-MONOMER,0.262433333333,1.000000
yfbM,G7179-MONOMER,1.53623333333,1.000000
yfbN,G7180-MONOMER,0.5607,1.000000
yfbO,G7181-MONOMER,2.27626666667,3.000000
yfbP,G7182-MONOMER,10.9543,4.000000
yfbS,G7186-MONOMER,33.4671666667,8.000000
yfbT,G7187-MONOMER,92.0239666667,86.000000
yfbU,G7188-MONOMER,198.446266667,102.000000
yfbV,G7189-MONOMER,57.753,34.000000
yfcC,G7190-MONOMER,4.12873333333,2.000000
yfcD,G7191-MONOMER,83.6487,146.000000
yfcE,G7192-MONOMER,87.9762333333,141.000000
yfcF,G7193-MONOMER,16.4788666667,5.000000
yfcH,G7196-MONOMER,60.9037333333,105.000000
yfcI,G7197-MONOMER,9.7112,4.000000
cvpA,EG10169-MONOMER,169.932766667,147.000000
dedD,EG10218-MONOMER,66.9611333333,119.000000
dedA,EG10216-MONOMER,45.5974666667,97.000000
truA,EG10454-MONOMER,33.1577,132.000000
usg,EG11059-MONOMER,49.3522,118.000000
flk,EG10229-MONOMER,18.3791333333,32.000000
yfcJ,B2322-MONOMER,6.36846666667,14.000000
mnmC,G7199-MONOMER,19.8179333333,26.000000
yfcL,G7200-MONOMER,134.720566667,105.000000
epmC,G7201-MONOMER,59.9444,50.000000
yfcA,EG11144-MONOMER,57.7926,45.000000
prmB,EG12449-MONOMER,138.5661,133.000000
smrB,G7202-MONOMER,62.8875333333,42.000000
yfcO,G7203-MONOMER,37.3146,22.000000
yfcP,G7204-MONOMER,2.45536666667,1.000000
yfcQ,G7205-MONOMER,2.044,1.000000
yfcR,G7206-MONOMER,1.77813333333,1.000000
sixA,G7211-MONOMER,53.5647333333,115.000000
yfcZ,G7214-MONOMER,409.751566667,291.000000
yfdF,G7215-MONOMER,3.1603,1.000000
mlaA,G7216-MONOMER,81.5323666667,248.000000
yfdC,G7217-MONOMER,5.43753333333,2.000000
intS,G7218-MONOMER,14.5175,22.000000
yfdK,G7223-MONOMER,5.20546666667,3.000000
yfdP,G7228-MONOMER,2.6339,1.000000
yfdQ,G7229-MONOMER,2.66963333333,2.000000
yfdR,G7230-MONOMER,0.582066666667,1.000000
yfdT,G7232-MONOMER,4.78563333333,1.000000
emrY,EMRY-MONOMER,1.05493333333,1.000000
emrK,G7233-MONOMER,0.5604,1.000000
evgS,EVGS-MONOMER,31.1403666667,5.000000
yfdE,G7234-MONOMER,1.19696666667,1.000000
yfdV,B2372-MONOMER,0.479533333333,1.000000
yfdX,G7238-MONOMER,0.492333333333,1.000000
ypdI,G7239-MONOMER,4.63426666667,1.000000
yfdY,G7240-MONOMER,9.20793333333,28.000000
ypdA,G7243-MONOMER,20.8455666667,9.000000
fryA,G7246-MONOMER,1.88343333333,1.000000
ypdE,G7247-MONOMER,1.43283333333,1.000000
ypdF,G7248-MONOMER,1.16946666667,1.000000
yfeO,G7251-MONOMER,15.2779333333,2.000000
ypeC,G7252-MONOMER,200.842166667,6.000000
yfeA,EG11145-MONOMER,9.91266666667,26.000000
yfeN,G7256-MONOMER,1.3497,2.000000
yfeH,EG12376-MONOMER,31.3329666667,36.000000
zipA,G7258-MONOMER,203.140233333,270.000000
cysZ,EG10003-MONOMER,27.0657,41.000000
yfeK,G7260-MONOMER,12.3624666667,3.000000
yfeS,G7261-MONOMER,17.6692,6.000000
ucpA,EG12133-MONOMER,106.226133333,64.000000
yfeW,G7265-MONOMER,5.84336666667,5.000000
yfeX,G7266-MONOMER,197.818766667,143.000000
yfeY,G7267-MONOMER,54.0406333333,61.000000
yfeZ,G7268-MONOMER,13.3895333333,46.000000
ypeA,G7269-MONOMER,29.3577,60.000000
eutK,G7270-MONOMER,16.3187333333,17.000000
eutL,G7271-MONOMER,13.9124333333,15.000000
intZ,G7272-MONOMER,40.8517333333,13.000000
yffL,G7273-MONOMER,23.8115,7.000000
yffM,G7274-MONOMER,3.23203333333,1.000000
yffN,G7275-MONOMER,2.4254,1.000000
yffO,G7276-MONOMER,2.15173333333,1.000000
yffP,G7277-MONOMER,2.45096666667,2.000000
yffQ,G7278-MONOMER,5.3411,2.000000
yffR,G7279-MONOMER,18.8790666667,22.000000
yffS,G7280-MONOMER,37.0290333333,28.000000
eutA,G7281-MONOMER,0.846566666667,1.000000
eutH,G7282-MONOMER,1.35536666667,1.000000
eutJ,G7284-MONOMER,0.4008,1.000000
eutE,G7285-MONOMER,0.321266666667,1.000000
eutM,G7287-MONOMER,4.5572,3.000000
eutT,G7289-MONOMER,1.23853333333,1.000000
eutQ,G7290-MONOMER,0.767666666667,1.000000
ypfG,G7295-MONOMER,3.79693333333,3.000000
aegA,EG12409-MONOMER,7.41213333333,2.000000
narQ,NARQ-MONOMER,7.48303333333,8.000000
yffB,EG11147-MONOMER,106.602533333,76.000000
ypfH,G7296-MONOMER,32.9993,24.000000
tmcA,G7297-MONOMER,22.4986666667,25.000000
ypfJ,G7298-MONOMER,63.3705333333,58.000000
bamC,EG10658-MONOMER,198.3238,342.000000
yfgO,G7310-MONOMER,18.0521666667,41.000000
yfgC,G7311-MONOMER,50.8775666667,30.000000
yfgD,G7312-MONOMER,247.381,116.000000
hda,G7313-MONOMER,120.212266667,79.000000
yfgF,G7314-MONOMER,3.81586666667,2.000000
yfgG,G7315-MONOMER,332.402333333,33.000000
yfgH,G7316-MONOMER,1.71963333333,2.000000
yfgI,G7317-MONOMER,4.5657,2.000000
xseA,EG11072-MONOMER,66.5945,76.000000
yfgJ,G7318-MONOMER,100.266766667,87.000000
der,G7319-MONOMER,79.8776666667,189.000000
bamB,G7320-MONOMER,120.873666667,311.000000
yfgM,G7321-MONOMER,168.898866667,269.000000
rodZ,EG10015-MONOMER,206.2437,128.000000
rlmN,EG12401-MONOMER,45.5587,220.000000
yfhM,G7323-MONOMER,22.8743,21.000000
sseB,EG11601-MONOMER,91.1378666667,92.000000
iscX,EG12311-MONOMER,271.095933333,340.000000
fdx,FERREDOXIN-MONOMER,276.4747,303.000000
hscA,EG12130-MONOMER,94.1465666667,277.000000
hscB,EG12131-MONOMER,91.2254666667,253.000000
trmJ,G7327-MONOMER,167.896766667,185.000000
yfhR,G7328-MONOMER,3.672,2.000000
csiE,G7329-MONOMER,5.06526666667,4.000000
yphA,G7337-MONOMER,5.90176666667,7.000000
yphB,G7338-MONOMER,4.25463333333,4.000000
yphC,YPHC-MONOMER,4.60753333333,4.000000
yphD,YPHD-MONOMER,1.08473333333,1.000000
yphE,YPHE-MONOMER,2.0726,1.000000
yphF,G7342-MONOMER,0.690533333333,1.000000
yphG,G7343-MONOMER,1.07506666667,1.000000
glnB,PROTEIN-PII,128.7527,189.000000
yfhG,EG12139-MONOMER,28.5706333333,27.000000
glrK,G7345-MONOMER,18.3446666667,17.000000
tadA,EG11372-MONOMER,25.4423666667,74.000000
pgpC,EG11371-MONOMER,51.8113333333,20.000000
yfhL,G7346-MONOMER,13.4269,46.000000
recO,EG10832-MONOMER,39.9960666667,90.000000
era,EG10270-MONOMER,99.8437666667,265.000000
rnc,EG10857-MONOMER,94.4551666667,258.000000
lepB,EG10530-MONOMER,123.997066667,263.000000
lepA,EG10529-MONOMER,79.0171333333,316.000000
rseA,EG12341-MONOMER,403.2808,146.000000
yfiC,EG11538-MONOMER,21.5279666667,21.000000
srmB,EG10975-MONOMER,44.7053,116.000000
ung,EG11058-MONOMER,118.413833333,45.000000
yfiF,EG11786-MONOMER,77.9668666667,176.000000
yfiP,G7349-MONOMER,13.6817,26.000000
pka,G7350-MONOMER,18.3738333333,9.000000
yfiM,EG12857-MONOMER,141.9793,11.000000
clpB,EG10157-MONOMER,96.3686333333,230.000000
yfiH,EG12097-MONOMER,32.0367666667,85.000000
rluD,EG12098-MONOMER,57.9942666667,104.000000
bamD,G7352-MONOMER,386.323333333,268.000000
raiA,EG11151-MONOMER,3845.92383333,145.000000
pheL,EG11271-MONOMER,79.4256666667,219.000000
yfiL,EG12446-MONOMER,6.6695,1.000000
yfiR,G7354-MONOMER,62.5248,19.000000
yfiN,EG12880-MONOMER,19.2649333333,7.000000
yfiB,EG11152-MONOMER,57.1597666667,10.000000
rplS,EG10880-MONOMER,1932.1662,5379.000000
trmD,EG11023-MONOMER,3572.571,5343.000000
rimM,EG11153-MONOMER,3790.22126667,6215.000000
rpsP,EG10915-MONOMER,2595.23153333,5468.000000
ffh,EG10300-MONOMER,139.710133333,253.000000
ypjD,G7355-MONOMER,36.4499666667,47.000000
grpE,EG10416-MONOMER,436.8978,680.000000
recN,EG10831-MONOMER,22.8086666667,40.000000
bamE,EG10952-MONOMER,757.703966667,351.000000
ratB,G7357-MONOMER,76.3255,107.000000
ratA,G7358-MONOMER,73.8429,176.000000
smpB,EG11782-MONOMER,327.3404,117.000000
intA,EG11783-MONOMER,79.1046,25.000000
yfjH,G7359-MONOMER,7.4088,4.000000
yfjJ,G7361-MONOMER,1.0438,1.000000
yfjK,G7362-MONOMER,19.8514333333,8.000000
yfjL,G7363-MONOMER,39.4338666667,14.000000
yfjM,G7364-MONOMER,9.15733333333,4.000000
rnlA,G7365-MONOMER,127.3254,58.000000
rnlB,G7366-MONOMER,59.3276333333,44.000000
yfjP,G7367-MONOMER,3.19136666667,2.000000
yfjS,G7371-MONOMER,3.59206666667,2.000000
yfjT,G7372-MONOMER,7.2436,1.000000
yfjW,G7377-MONOMER,5.77356666667,3.000000
yfjZ,G7380-MONOMER,2.65576666667,1.000000
ypjF,G7381-MONOMER,3.2531,1.000000
ypjA,G7382-MONOMER,3.25973333333,2.000000
csiD,G7394-MONOMER,2.26673333333,1.000000
lhgO,EG12387-MONOMER,1.84053333333,1.000000
ygaU,G7395-MONOMER,36.951,26.000000
yqaE,G7396-MONOMER,38.2271,80.000000
ygaP,G7398-MONOMER,13.0218,9.000000
alaE,G7399-MONOMER,13.4737,8.000000
ygaC,EG12201-MONOMER,11.5144666667,8.000000
ygaM,B0899-MONOMER,45.7643666667,4.000000
nrdH,G7401-MONOMER,645.7667,29.000000
nrdI,G7402-MONOMER,195.0198,23.000000
emrA,EG11354-MONOMER,29.6165,72.000000
emrB,EMRB-MONOMER,19.7895666667,58.000000
yqaA,G7407-MONOMER,62.9083,120.000000
csrA,EG11447-MONOMER,1215.24323333,767.000000
recX,EG12080-MONOMER,4.95743333333,10.000000
recA,EG10823-MONOMER,222.644633333,314.000000
pncC,G7409-MONOMER,33.9394666667,61.000000
hypF,EG11551-MONOMER,8.62346666667,4.000000
hydN,EG11552-MONOMER,3.48036666667,2.000000
ascB,EG10085-MONOMER,5.80863333333,5.000000
hycI,G7414-MONOMER,19.2201333333,18.000000
hycH,EG10481-MONOMER,5.74883333333,9.000000
hypA,EG10483-MONOMER,93.7696333333,5.000000
hypB,EG10484-MONOMER,63.6993333333,9.000000
hypC,EG10485-MONOMER,33.6072333333,6.000000
hypD,EG10486-MONOMER,34.5263666667,8.000000
hypE,EG10487-MONOMER,10.7631666667,9.000000
ygbA,EG11287-MONOMER,5.16116666667,6.000000
mutS,EG10625-MONOMER,26.8969,61.000000
pphB,G7415-MONOMER,2.13163333333,2.000000
ygbJ,G7417-MONOMER,2.51256666667,2.000000
ygbK,G7418-MONOMER,4.91213333333,2.000000
ygbM,G7420-MONOMER,4.94946666667,3.000000
ygbN,B2740-MONOMER,3.43336666667,2.000000
nlpD,EG12111-MONOMER,175.310433333,214.000000
pcm,EG10689-MONOMER,67.0901,102.000000
truD,G7422-MONOMER,81.9727,154.000000
ftsB,G7424-MONOMER,101.387066667,234.000000
ygbE,EG12707-MONOMER,21.4891666667,14.000000
iap,EG10488-MONOMER,16.7446,13.000000
cas2,EG12845-MONOMER,7.24216666667,6.000000
cas1,G7425-MONOMER,4.24793333333,6.000000
casE,G7426-MONOMER,5.60553333333,5.000000
casD,G7427-MONOMER,4.9054,4.000000
casC,G7428-MONOMER,3.3443,2.000000
casB,G7429-MONOMER,3.49826666667,2.000000
casA,G7430-MONOMER,1.16836666667,1.000000
cas3,EG12634-MONOMER,1.59133333333,1.000000
ygcN,G7432-MONOMER,4.05033333333,7.000000
ygcO,G7433-MONOMER,6.16756666667,3.000000
ygcP,G7434-MONOMER,5.02076666667,2.000000
ygcQ,G7435-MONOMER,1.7849,2.000000
ygcR,G7436-MONOMER,1.40636666667,2.000000
ygcS,B2771-MONOMER,0.511066666667,1.000000
ygcW,G7440-MONOMER,0.336733333333,1.000000
ygcE,G7442-MONOMER,1.83263333333,1.000000
queE,G7443-MONOMER,17.7119,51.000000
ygcG,G7444-MONOMER,1.13393333333,1.000000
mazF,EG11249-MONOMER,46.2707666667,50.000000
mazE,EG10571-MONOMER,84.2596666667,65.000000
rlmD,EG11247-MONOMER,28.4787333333,47.000000
barA,BARA-MONOMER,18.2242666667,22.000000
yqcA,G7448-MONOMER,85.2482333333,70.000000
truC,G7449-MONOMER,23.6801666667,63.000000
yqcC,G7450-MONOMER,26.8044666667,64.000000
syd,G7451-MONOMER,86.2954666667,45.000000
ygdH,EG12373-MONOMER,161.974633333,54.000000
ygdG,EG12372-MONOMER,10.1228666667,30.000000
fucU,EG10355-MONOMER,26.0613,26.000000
rlmM,EG11794-MONOMER,37.9848666667,133.000000
ygdD,EG11793-MONOMER,24.6193333333,117.000000
ygdI,G7453-MONOMER,29.4663,14.000000
csdE,G7455-MONOMER,53.5842666667,48.000000
tcdA,G7456-MONOMER,21.7769333333,110.000000
recD,EG10826-MONOMER,16.4082666667,21.000000
recB,EG10824-MONOMER,26.7214666667,29.000000
ptrA,EG10786-MONOMER,22.5989666667,26.000000
recC,EG10825-MONOMER,33.8193,27.000000
ppdC,EG11154-MONOMER,9.1513,12.000000
ygdB,EG11155-MONOMER,4.5396,6.000000
ppdB,EG11156-MONOMER,3.80213333333,3.000000
ppdA,EG12081-MONOMER,1.51156666667,3.000000
lgt,EG12128-MONOMER,60.3312666667,126.000000
ptsP,EG12188-MONOMER,104.722533333,85.000000
rppH,G7459-MONOMER,309.580566667,156.000000
mutH,EG10624-MONOMER,10.9612666667,15.000000
ygdQ,G7460-MONOMER,20.4437333333,86.000000
ygdR,G7461-MONOMER,107.510166667,46.000000
tas,G7462-MONOMER,104.210433333,48.000000
ygeA,EG11157-MONOMER,23.4302333333,17.000000
kduD,KDUD-MONOMER,6.2482,10.000000
kduI,G7463-MONOMER,5.27926666667,6.000000
yqeF,G7464-MONOMER,6.5027,29.000000
yqeG,B2845-MONOMER,9.82686666667,61.000000
yqeH,G7466-MONOMER,4.39293333333,3.000000
yqeI,G7467-MONOMER,6.37816666667,2.000000
yqeJ,G7468-MONOMER,3.24243333333,1.000000
yqeK,G7469-MONOMER,0.171266666667,1.000000
ygeI,G7473-MONOMER,1.17933333333,1.000000
ygeR,G7484-MONOMER,60.2322666667,44.000000
ygeY,G7491-MONOMER,1.5374,1.000000
hyuA,G7492-MONOMER,1.89253333333,1.000000
yqeB,G7494-MONOMER,2.62713333333,2.000000
yqeC,G7495-MONOMER,1.79296666667,1.000000
ygfK,G7497-MONOMER,1.93966666667,1.000000
ssnA,G7498-MONOMER,0.984866666667,1.000000
ygfM,G7499-MONOMER,2.20516666667,1.000000
xdhD,G7500-MONOMER,4.15303333333,3.000000
ygfS,G7505-MONOMER,4.10543333333,3.000000
ygfT,G7506-MONOMER,1.62303333333,1.000000
prfB,EG10762-MONOMER,275.687766667,523.000000
recJ,EG10830-MONOMER,49.2538333333,84.000000
xerD,EG11071-MONOMER,68.5349,63.000000
cptA,G7509-MONOMER,111.026466667,99.000000
cptB,G7510-MONOMER,165.077666667,120.000000
ygfZ,G7511-MONOMER,172.9559,191.000000
yqfA,G7512-MONOMER,171.0796,26.000000
yqfB,G7513-MONOMER,96.9062333333,73.000000
ygfF,G7514-MONOMER,9.8063,3.000000
visC,EG11333-MONOMER,42.3092333333,55.000000
pepP,EG10697-MONOMER,162.668566667,135.000000
ygfB,EG11323-MONOMER,302.6513,174.000000
zapA,EG12878-MONOMER,388.979766667,283.000000
argK,EG11445-MONOMER,1.5211,1.000000
yggE,EG11244-MONOMER,86.8992333333,100.000000
mscS,EG11160-MONOMER,147.604766667,248.000000
yggC,EG11161-MONOMER,25.1081,32.000000
cmtA,CMTA-MONOMER,0.986033333333,1.000000
loiP,EG11291-MONOMER,42.8591666667,36.000000
yqgB,G7521-MONOMER,38.9025666667,434.000000
yggI,EG12122-MONOMER,10.1421333333,15.000000
endA,EG11336-MONOMER,5.53566666667,11.000000
rsmE,EG12366-MONOMER,55.6317333333,82.000000
yqgE,G7524-MONOMER,87.1612666667,82.000000
yqgF,G7525-MONOMER,75.4922333333,63.000000
yggR,G7526-MONOMER,3.11576666667,1.000000
yggS,G7527-MONOMER,37.2636666667,75.000000
yggT,G7528-MONOMER,71.1863,123.000000
yggU,G7529-MONOMER,53.5726,77.000000
yggW,G7531-MONOMER,30.7152,63.000000
yggM,EG12704-MONOMER,2.89866666667,1.000000
yggN,EG12705-MONOMER,19.7209666667,76.000000
yggL,EG12443-MONOMER,198.739766667,349.000000
trmI,EG11779-MONOMER,52.5893333333,250.000000
mutY,EG10627-MONOMER,38.5447666667,64.000000
yggX,G7532-MONOMER,209.2749,232.000000
yqgA,G7534-MONOMER,27.4043333333,5.000000
yghD,G7535-MONOMER,4.46026666667,10.000000
yghG,G7538-MONOMER,15.2654,70.000000
pppA,G7539-MONOMER,15.3482,81.000000
glcG,G7543-MONOMER,25.7955333333,7.000000
yghQ,G7549-MONOMER,5.9653,1.000000
yghR,G7550-MONOMER,0.4385,1.000000
yghS,G7551-MONOMER,0.935966666667,1.000000
yghU,G7553-MONOMER,28.5275333333,14.000000
hybG,EG11805-MONOMER,13.4710666667,22.000000
hybF,EG11804-MONOMER,8.35353333333,17.000000
hybE,EG11803-MONOMER,18.3996333333,43.000000
hybD,EG11802-MONOMER,28.6144333333,46.000000
yghW,G7555-MONOMER,40.5499333333,3.000000
yqhA,G7559-MONOMER,64.7295666667,173.000000
yghA,EG11292-MONOMER,3.1788,1.000000
yghB,EG11824-MONOMER,56.2978,32.000000
yqhD,G7564-MONOMER,30.5692333333,25.000000
yqhG,G7566-MONOMER,4.9562,2.000000
yqhH,G7567-MONOMER,5.31696666667,3.000000
ftsP,EG11376-MONOMER,52.505,99.000000
parC,EG10686-MONOMER,44.0349666667,143.000000
ygiS,YGIS-MONOMER,17.8947333333,7.000000
mqsR,G7572-MONOMER,37.3184,48.000000
ygiW,G7574-MONOMER,8.54213333333,47.000000
qseC,EG12658-MONOMER,3.9019,9.000000
parE,EG10687-MONOMER,52.3775,151.000000
yqiA,G7578-MONOMER,82.8935666667,118.000000
cpdA,G7579-MONOMER,114.3831,142.000000
yqiB,G7580-MONOMER,111.9907,102.000000
ygiB,EG11164-MONOMER,191.487833333,138.000000
ygiC,EG11165-MONOMER,106.971933333,120.000000
ygiD,EG11166-MONOMER,16.8667333333,5.000000
yqiC,G7582-MONOMER,404.856366667,119.000000
ygiL,EG12363-MONOMER,1.43643333333,4.000000
yqiH,G7586-MONOMER,1.15163333333,1.000000
yqiI,G7587-MONOMER,3.054,2.000000
glgS,EG11381-MONOMER,36.5493333333,18.000000
yqiJ,G7588-MONOMER,5.92933333333,1.000000
yqiK,G7589-MONOMER,3.73203333333,2.000000
glnE,GLNE-MONOMER,23.6049333333,44.000000
ygiF,EG11603-MONOMER,23.3466333333,62.000000
ygiM,EG12434-MONOMER,69.5959,30.000000
cca,EG10136-MONOMER,48.3684333333,42.000000
tsaD,EG11171-MONOMER,34.3181,99.000000
rpsU,EG10920-MONOMER,1371.10676667,5022.000000
dnaG,EG10239-MONOMER,52.3951333333,247.000000
mug,EG12717-MONOMER,59.6989,27.000000
yqjH,G7593-MONOMER,68.1612,12.000000
aer,G7595-MONOMER,30.1891,4.000000
ygjH,G7597-MONOMER,3.86493333333,2.000000
ebgA,EG10252-MONOMER,0.943133333333,2.000000
ebgC,EG10253-MONOMER,1.16083333333,2.000000
ygjK,G7599-MONOMER,1.52803333333,1.000000
fadH,DIENOYLCOAREDUCT-MONOMER,1.4332,1.000000
higB,G7602-MONOMER,12.3267666667,15.000000
rlmG,G7603-MONOMER,8.6056,57.000000
ygjP,G7604-MONOMER,18.9157,14.000000
ygjQ,G7605-MONOMER,2.63716666667,3.000000
ygjR,G7606-MONOMER,45.2396333333,13.000000
alx,G7607-MONOMER,5.66143333333,33.000000
ygjV,G7608-MONOMER,13.3929,5.000000
yqjA,G7609-MONOMER,55.6553,97.000000
mzrA,G7610-MONOMER,76.4647333333,58.000000
yqjC,G7611-MONOMER,197.673366667,73.000000
yqjD,G7612-MONOMER,125.779533333,129.000000
yqjE,G7613-MONOMER,62.4876,143.000000
yqjK,G7614-MONOMER,82.3440666667,120.000000
yqjF,G7615-MONOMER,5.94973333333,7.000000
yqjG,G7616-MONOMER,10.1513333333,7.000000
yhaH,G7617-MONOMER,32.7983,57.000000
yhaI,G7618-MONOMER,4.41956666667,4.000000
yhaK,G7620-MONOMER,4.76763333333,5.000000
yhaL,G7621-MONOMER,15.6336666667,41.000000
yhaO,YHAO-MONOMER,34.0248666667,46.000000
tdcF,G7626-MONOMER,4.65193333333,10.000000
prlF,EG10955-MONOMER,49.1557,31.000000
yhaV,G7629-MONOMER,61.8167333333,25.000000
agaV,G7632-MONOMER,1.99523333333,2.000000
agaC,AGAC-MONOMER,0.8484,1.000000
agaI,G7636-MONOMER,1.39396666667,1.000000
yraH,G7637-MONOMER,4.3548,4.000000
yraJ,G7639-MONOMER,6.83413333333,2.000000
